Type of incident,Year,Date occurred,Region,Province,City_Municipality,Affected_Brgys,Affected_FAM,Affected_PERs,Evacuation (Cummulative),Evacuation (Now),"INSIDE_ECs_FAM
(Cummulative)","INSIDE_ECs_FAM
(Now)","INSIDE_ECs_PERs
(Cummulative)","INSIDE_ECs_PERs
(Now)","OUTSIDE_ECs_FAM
(Cummulative)","OUTSIDE_ECs_FAM
(Now)","OUTSIDE_ECs_PERs
(Cummulative)","OUTSIDE_ECs_PERs
(Now)",Destroyed houses,Partially damaged houses,Total,Region Code,Province Code,City_Municipality Code
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Bombon,8,"2,826","12,753",26,0,554,0,"2,023",0,0,0,0,0,276,2122,2398,PH050000000,PH051700000,PH051704000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Buhi,34,"12,661","52,584",9,0,612,0,"2,272",0,0,0,0,0,2662,7169,9831,PH050000000,PH051700000,PH051705000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Bula,33,"13,860","69,299",30,0,269,0,"1,160",0,0,0,0,0,1881,11197,13078,PH050000000,PH051700000,PH051706000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Cabusao,9,"2,957","12,609",36,5,927,28,"3,048",107,51,0,338,0,295,1931,2226,PH050000000,PH051700000,PH051707000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Calabanga,48,"11,105","54,755",71,0,"2,790",0,"10,802",0,0,0,0,0,1501,7513,9014,PH050000000,PH051700000,PH051708000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Camaligan,13,"3,473","16,994",20,0,279,0,"1,003",0,0,0,0,0,287,3018,3305,PH050000000,PH051700000,PH051709000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Canaman,24,"4,534","22,670",57,6,530,41,"2,174",160,843,0,"4,079",0,722,3812,4534,PH050000000,PH051700000,PH051710000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Caramoan,47,"5,487","23,451",69,0,"1,064",0,"4,113",0,0,0,0,0,573,4046,4619,PH050000000,PH051700000,PH051711000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Del Gallego,32,"6,147","23,346",52,0,550,0,"2,359",0,0,0,0,0,94,1209,1303,PH050000000,PH051700000,PH051712000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Gainza,8,"3,307","11,262",23,0,160,0,656,0,155,0,489,0,183,1287,1470,PH050000000,PH051700000,PH051713000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Garchitorena,23,"3,374","16,870",2,2,54,54,256,256,0,0,0,0,511,2494,3005,PH050000000,PH051700000,PH051714000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Goa,33,"9,413","42,563",35,1,468,36,"2,195",180,133,0,511,0,719,7360,8079,PH050000000,PH051700000,PH051715000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Iriga City,36,"11,029","50,019",90,0,"1,359",0,"6,193",0,"6,947",0,"28,394",0,1218,7834,9052,PH050000000,PH051700000,PH051716000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Lagonoy,33,"4,253","18,301",64,0,"1,505",0,"5,851",0,681,0,"2,659",0,242,3477,3719,PH050000000,PH051700000,PH051717000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Libmanan,52,"8,236","32,248",18,0,150,0,811,0,180,0,689,0,269,2566,2835,PH050000000,PH051700000,PH051718000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Lupi,37,"2,589","9,698",76,0,710,0,"2,745",0,"1,187",0,"4,521",0,150,1707,1857,PH050000000,PH051700000,PH051719000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Magarao,15,"3,419","16,128",19,0,395,0,"1,687",0,665,0,"2,547",0,511,2494,3005,PH050000000,PH051700000,PH051720000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Milaor,19,"1,587","5,894",15,0,529,0,"1,906",0,179,0,698,0,0,0,0,PH050000000,PH051700000,PH051721000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Minalabac,25,"3,960","14,323",44,0,334,0,"1,593",0,"3,626",0,"12,730",0,1026,0,1026,PH050000000,PH051700000,PH051722000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Nabua,42,"9,813","48,802",61,3,"1,801",25,"8,852",107,56,0,85,0,2177,7566,9743,PH050000000,PH051700000,PH051723000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Naga City,27,"15,934","79,526",99,1,"2,519",12,"9,216",49,241,0,940,0,1413,12282,13695,PH050000000,PH051700000,PH051724000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Ocampo,25,"7,481","34,200",60,0,618,0,"2,334",0,376,0,"1,643",0,853,5399,6252,PH050000000,PH051700000,PH051725000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pamplona,17,"10,667","37,261",41,0,387,0,"1,711",0,509,0,"1,934",0,958,4734,5692,PH050000000,PH051700000,PH051726000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pasacao,19,"10,896","43,640",22,0,451,0,"2,022",0,0,0,0,0,1160,5408,6568,PH050000000,PH051700000,PH051727000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Pili (capital),26,"12,774","63,870",10,0,166,0,694,0,0,0,0,0,853,5399,6252,PH050000000,PH051700000,PH051728000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Presentacion (Parubcan),18,"2,805","11,917",24,0,"1,190",0,"4,732",0,405,0,"1,305",0,458,2228,2686,PH050000000,PH051700000,PH051729000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Ragay,37,"2,345","11,280",71,0,"1,231",0,"5,040",0,0,0,0,0,233,1745,1978,PH050000000,PH051700000,PH051730000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Sagñay,19,"7,710","38,552",5,0,393,0,"1,757",0,0,0,0,0,996,6675,7671,PH050000000,PH051700000,PH051731000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur, San fernando,22,"10,135","40,620",44,4,310,16,"1,423",79,0,0,0,0,482,3681,4163,PH050000000,PH051700000,PH051732000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,San Jose,29,"5,855","29,244",53,2,787,4,"3,141",20,295,0,"1,233",0,984,4632,5616,PH050000000,PH051700000,PH051733000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Siruma,22,"2,735","10,517",22,0,727,0,"3,049",0,"1,113",0,"4,792",0,42,271,313,PH050000000,PH051700000,PH051735000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Tigaon,23,"9,457","43,739",10,0,227,0,960,0,317,0,"1,264",0,1784,7673,9457,PH050000000,PH051700000,PH051736000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Sipocot,44,"2,772","12,303",0,0,0,0,0,0,0,0,0,0,162,1561,1723,PH050000000,PH051700000,PH051734000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Camarines Sur,Tinambac,44,"6,886","33,682",83,0,"2,680",0,"11,307",0,138,0,555,0,537,5748,6285,PH050000000,PH051700000,PH051737000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Bagamanoc,18,948,"5,811",19,0,189,0,"1,195",0,559,0,"2,533",0,122,916,1038,PH050000000,PH052000000,PH052001000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Baras,29,"3,344","15,009",10,0,140,0,525,0,"2,217",0,"8,175",0,1976,1270,3246,PH050000000,PH052000000,PH052002000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Bato,27,"5,101","22,755",53,0,387,0,"1,561",0,"3,577",0,"12,406",0,2223,2848,5071,PH050000000,PH052000000,PH052003000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Caramoran,25,"2,258","9,928",1,0,302,0,"1,285",0,0,0,0,0,258,1636,1894,PH050000000,PH052000000,PH052004000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Gigmoto,9,"2,432","10,120",10,0,230,0,"1,150",0,957,0,"4,785",0,741,1458,2199,PH050000000,PH052000000,PH052005000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Pandan,25,"1,484","6,470",38,0,729,0,"3,253",0,633,0,"2,535",0,134,1040,1174,PH050000000,PH052000000,PH052006000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Panganiban (Payo),23,"1,145","5,541",8,0,70,0,342,0,545,0,"2,252",0,149,551,700,PH050000000,PH052000000,PH052007000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,San Andres (Calolbon),38,"11,763","43,675",1,0,26,0,110,0,0,0,0,0,2769,5235,8004,PH050000000,PH052000000,PH052008000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,San Miguel,24,"4,029","11,797",40,0,729,0,"3,391",0,709,0,"3,545",0,1210,2450,3660,PH050000000,PH052000000,PH052009000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Viga,31,"6,406","25,048",25,0,431,0,"1,922",0,"1,588",0,"5,622",0,437,2783,3220,PH050000000,PH052000000,PH052010000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Catanduanes,Virac (capital),63,"22,856","94,356",120,0,"1,593",0,"6,503",0,"7,020",0,"31,948",0,5262,8722,13984,PH050000000,PH052000000,PH052011000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Aroroy,4,99,294,3,0,94,0,279,0,5,0,15,0,0,0,0,PH050000000,PH054100000,PH054101000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Baleno,2,39,123,2,0,39,0,123,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054102000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Balud,14,177,758,14,0,129,0,553,0,48,0,205,0,0,0,0,PH050000000,PH054100000,PH054103000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Batuan,7,103,360,7,0,100,0,351,0,3,0,9,0,0,0,0,PH050000000,PH054100000,PH054104000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Cataingan,1,14,53,1,0,14,0,53,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054105000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Cawayan,12,286,"1,258",12,0,286,0,"1,258",0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054106000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Claveria,9,932,"3,166",15,0,351,0,"1,366",0,667,0,"2,269",0,0,2,2,PH050000000,PH054100000,PH054107000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Esperanza,12,471,"1,753",10,0,329,0,"1,274",0,142,0,479,0,0,0,0,PH050000000,PH054100000,PH054109000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Mandaon,4,69,210,4,0,67,0,204,0,2,0,6,0,0,0,0,PH050000000,PH054100000,PH054110000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,City of Masbate (capital),1,11,55,1,0,11,0,55,0,0,0,0,0,0,0,0,PH050000000,PH054100000,PH054111000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Milagros,9,405,"1,963",12,0,248,0,"1,178",0,157,0,785,0,0,0,0,PH050000000,PH054100000,PH054112000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Mobo,4,118,474,6,0,78,0,304,0,40,0,170,0,0,0,0,PH050000000,PH054100000,PH054113000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Monreal,8,458,"2,068",11,0,342,0,"1,552",0,116,0,516,0,0,0,0,PH050000000,PH054100000,PH054114000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Palanas,8,134,527,8,0,128,0,511,0,6,0,16,0,0,0,0,PH050000000,PH054100000,PH054115000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Pio V. Corpuz (Limbuhan),11,498,"1,773",13,0,333,0,"1,220",0,165,0,553,0,0,0,0,PH050000000,PH054100000,PH054116000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,San Fernando,12,191,775,9,0,82,0,341,0,109,0,434,0,0,0,0,PH050000000,PH054100000,PH054118000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,San Jacinto,7,205,760,5,0,126,0,503,0,79,0,257,0,0,0,0,PH050000000,PH054100000,PH054119000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,San Pascual,17,"5,763","24,819",1,0,219,0,995,0,"4,237",0,"18,768",0,188,1508,1696,PH050000000,PH054100000,PH054120000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Masbate,Uson,5,62,218,5,0,60,0,204,0,2,0,14,0,0,0,0,PH050000000,PH054100000,PH054121000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Barcelona,25,"1,109","4,240",29,0,246,0,913,0,364,0,"1,280",0,45,0,45,PH050000000,PH056200000,PH056202000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Bulan,33,"2,715","10,995",46,0,"1,402",0,"5,032",0,813,0,"3,022",0,0,0,0,PH050000000,PH056200000,PH056203000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Bulusan,18,478,"1,847",31,0,292,0,"1,165",0,6,0,25,0,0,25,25,PH050000000,PH056200000,PH056204000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Casiguran,24,"2,454","8,307",14,0,"1,522",0,"5,145",0,0,0,0,0,111,2,113,PH050000000,PH056200000,PH056205000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Castilla,25,"1,876","7,313",27,0,700,0,"2,672",0,238,0,807,0,25,313,338,PH050000000,PH056200000,PH056206000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Donsol,47,"3,358","12,618",16,0,929,0,"3,721",0,293,0,"1,282",0,60,1307,1367,PH050000000,PH056200000,PH056207000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Gubat,20,"1,175","3,631",26,0,687,0,"3,435",0,0,0,0,0,0,8,8,PH050000000,PH056200000,PH056208000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Irosin,20,731,"2,995",37,0,481,0,"2,222",0,0,0,0,0,0,0,0,PH050000000,PH056200000,PH056209000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Juban,23,"3,289","13,036",60,0,"1,053",0,"4,102",0,"1,099",0,"4,414",0,3,48,51,PH050000000,PH056200000,PH056210000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Magallanes,21,"1,124","4,592",26,0,"1,015",0,"4,274",0,109,0,318,0,9,113,122,PH050000000,PH056200000,PH056211000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Matnog,19,269,"1,407",23,0,249,0,"1,279",0,20,0,128,0,0,0,0,PH050000000,PH056200000,PH056212000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Pilar,47,"6,045","24,747",79,0,"1,506",0,"6,126",0,"2,081",0,"8,465",0,82,1205,1287,PH050000000,PH056200000,PH056213000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Prieto Diaz,22,"3,105","11,716",1,0,57,0,225,0,0,0,0,0,4,342,346,PH050000000,PH056200000,PH056214000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,Santa Magdalena,14,741,"3,098",18,0,145,0,722,0,358,0,"1,685",0,0,0,0,PH050000000,PH056200000,PH056215000
STY GONI (Rolly),2020,29-Oct-20,REGION V (BICOL REGION),Sorsogon,City of Sorsogon (capital),63,"10,529","52,559",107,0,"8,590",0,"42,864",0,"1,939",0,"9,695",0,108,4426,4534,PH050000000,PH056200000,PH056216000
STY GONI (Rolly),2020,29-Oct-20,REGION VIII (EASTERN VISAYAS),Northern Samar,Catarman (capital),1,40,200,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH084800000,PH084805000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,Flora,2,103,391,0,0,0,0,0,0,0,0,0,0,0,0,0,PH140000000,PH148100000,PH148103000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,Kabugao (capital),1,2,8,0,0,0,0,0,0,2,2,8,8,0,2,2,PH140000000,PH148100000,PH148104000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,Santa Marcela,2,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,PH140000000,PH148100000,PH148107000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,Baguio City,1,1,5,1,0,1,0,5,0,0,0,0,0,0,0,0,PH140000000,PH141100000,PH141102000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,Sablan,1,1,6,1,0,1,0,6,0,0,0,0,0,0,0,0,PH140000000,PH141100000,PH141112000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,Asipulo,1,6,23,0,0,0,0,0,0,6,2,23,7,0,0,0,PH140000000,PH142700000,PH142711000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,Balbalan,1,2,8,1,0,2,0,8,0,0,0,0,0,0,0,0,PH140000000,PH143200000,PH143201000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,Barlig,1,2,7,0,0,0,0,0,0,2,0,7,0,0,0,0,PH140000000,PH144400000,PH144401000
STY GONI (Rolly),2020,29-Oct-20,CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,Tadian,1,2,3,0,0,0,0,0,0,2,0,3,0,0,0,0,PH140000000,PH144400000,PH144410000
TS ATSANI (Siony),2020,07-Nov-20,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Caloocan City,23,243,926,24,0,243,0,926,0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137501000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Las Pinas,2,78,259,2,0,78,0,259,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137601000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Makati City,4,70,260,7,0,70,0,260,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137602000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Malabon City,11,186,763,13,0,186,0,763,0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137502000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Mandaluyong City,5,308,"1,232",7,0,308,0,"1,232",0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137401000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",Manila City,16,"1,205","4,887",24,0,"1,205",0,"4,887",0,0,0,0,0,0,0,0,PH130000000,PH133900000,PH133900000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Marikina city,16,"4,672","21,210",30,3,"4,672",10,"21,210",35,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137402000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Muntinlupa City,8,"1,653","6,657",29,8,"1,653",274,"6,657","1,078",0,0,0,0,0,0,0,PH130000000,PH137600000,PH137603000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Navotas,14,770,"2,974",15,0,770,0,"2,974",0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137503000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Paranaque City,10,304,"1,290",16,0,304,0,"1,290",0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137604000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Pasay City,11,110,365,12,0,110,0,365,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137605000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Pasig City,4,851,"3,350",5,3,851,31,"3,350",138,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137403000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Pateros ,4,120,439,4,0,120,0,439,0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137606000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",Taguig City,27,770,"3,070",32,0,770,0,"3,070",0,0,0,0,0,0,0,0,PH130000000,PH137600000,PH137607000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",Quezon City,3,909,"3,600",9,0,909,0,"3,600",0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137404000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",San Juan City,9,112,427,2,0,112,0,427,0,0,0,0,0,0,0,0,PH130000000,PH137400000,PH137405000
TY VAMCO (Ulysses),2020,08-Nov-20,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",Valenzuela City,21,772,"2,827",27,0,772,0,"2,827",0,0,0,0,0,0,0,0,PH130000000,PH137500000,PH137504000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Ilocos Norte,Pagudpud,15,"1,415","5,659",1,0,2,0,7,0,2,0,7,0,0,11,11,PH010000000,PH012800000,PH012815000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),La Union,Luna,7,21,61,0,0,0,0,0,0,12,0,35,0,1,10,11,PH010000000,PH013300000,PH013310000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Aguilar,1,2,6,1,0,2,0,6,0,0,0,0,0,0,0,0,PH010000000,PH015500000,PH015502000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,CITY OF ALAMINOS,5,105,374,5,0,104,0,367,0,1,0,7,0,0,0,0,PH010000000,PH015500000,PH015503000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Alcala,2,5,23,0,0,0,0,0,0,0,0,0,0,0,5,5,PH010000000,PH015500000,PH015504000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Balungao,17,95,472,0,0,0,0,0,0,0,0,0,0,2,93,95,PH010000000,PH015500000,PH015507000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Bani,4,5,13,3,0,3,0,7,0,2,0,6,0,0,2,2,PH010000000,PH015500000,PH015508000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Basista,13,113,439,1,0,1,0,5,0,0,0,0,0,12,101,113,PH010000000,PH015500000,PH015509000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Bautista,12,277,902,0,0,0,0,0,0,0,0,0,0,13,185,198,PH010000000,PH015500000,PH015510000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Bayambang,38,332,"1,651",1,0,16,0,71,0,0,0,0,0,13,303,316,PH010000000,PH015500000,PH015511000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Binalonan,4,5,19,0,0,0,0,0,0,0,0,0,0,0,4,4,PH010000000,PH015500000,PH015512000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Bolinao,23,"5,159","25,795",0,0,0,0,0,0,0,0,0,0,0,0,0,PH010000000,PH015500000,PH015514000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Calasiao,5,8,45,1,0,3,0,20,0,0,0,0,0,0,7,7,PH010000000,PH015500000,PH015517000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Dagupan City,6,33,285,7,0,33,0,285,0,0,0,0,0,0,0,0,PH010000000,PH015500000,PH015518000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Infanta,13,"6,022","30,110",3,0,52,0,221,0,0,0,0,0,7,22,29,PH010000000,PH015500000,PH015520000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Labrador,4,10,41,3,0,9,0,36,0,0,0,0,0,0,1,1,PH010000000,PH015500000,PH015521000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION I (ILOCOS REGION),Pangasinan,Laoac,2,3,17,0,0,0,0,0,0,0,0,0,0,0,3,3,PH010000000,PH015500000,PH015548000
